Date,AAPL,GOOGL
2019-04-02,191.51329040527344,1205.5400390625
2019-04-03,192.82611083984375,1210.81005859375
2019-04-04,193.16168212890625,1219.449951171875
2019-04-05,194.4547576904297,1211.449951171875
2019-04-08,197.51470947265625,1208.280029296875
2019-04-09,196.92247009277344,1202.68994140625
2019-04-10,198.02798461914062,1206.449951171875
2019-04-11,196.37957763671875,1209.5899658203125
2019-04-12,196.3006134033203,1222.72998046875
2019-04-15,196.6559600830078,1226.530029296875
2019-04-16,196.6757049560547,1231.9100341796875
2019-04-17,200.50558471679688,1240.1400146484375
2019-04-18,201.2261505126953,1241.469970703125
2019-04-22,201.8874969482422,1253.760009765625
2019-04-23,204.7993621826172,1270.5899658203125
2019-04-24,204.48350524902344,1260.050048828125
2019-04-25,202.6278076171875,1267.3399658203125
2019-04-26,201.66046142578125,1277.4200439453125
2019-04-29,201.96646118164062,1296.199951171875
2019-04-30,198.07736206054688,1198.9599609375
2019-05-01,207.80010986328125,1173.3199462890625
2019-05-02,206.4477996826172,1166.510009765625
2019-05-03,209.01422119140625,1189.550048828125
2019-05-06,205.78646850585938,1193.4599609375
2019-05-07,200.23907470703125,1178.8599853515625
2019-05-08,200.27853393554688,1170.780029296875
2019-05-09,198.126708984375,1167.969970703125
2019-05-10,195.38197326660156,1167.6400146484375
2019-05-13,184.0264892578125,1136.5899658203125
2019-05-14,186.93966674804688,1124.8599853515625
2019-05-15,189.17906188964844,1170.800048828125
2019-05-16,188.3467254638672,1184.5
2019-05-17,187.27658081054688,1168.780029296875
2019-05-20,181.42047119140625,1144.6600341796875
2019-05-21,184.89846801757812,1154.43994140625
2019-05-22,181.11328125,1155.8499755859375
2019-05-23,178.02174377441406,1145.3399658203125
2019-05-24,177.33804321289062,1138.6099853515625
2019-05-28,176.6047821044922,1139.56005859375
2019-05-29,175.7625274658203,1119.93994140625
2019-05-30,176.6741485595703,1121.4100341796875
2019-05-31,173.47360229492188,1106.5
2019-06-03,171.7197265625,1038.739990234375
2019-06-04,178.00192260742188,1054.489990234375
2019-06-05,180.87545776367188,1044.6400146484375
2019-06-06,183.53103637695312,1047.760009765625
2019-06-07,188.41607666015625,1068.3699951171875
2019-06-10,190.8239288330078,1082.760009765625
2019-06-11,193.03358459472656,1081.0400390625
2019-06-12,192.41925048828125,1079.0999755859375
2019-06-13,192.3795928955078,1091.010009765625
2019-06-14,190.9824676513672,1086.300048828125
2019-06-17,192.12197875976562,1093.8900146484375
2019-06-18,196.64039611816406,1105.239990234375
2019-06-19,196.06568908691406,1104.510009765625
2019-06-20,197.6411895751953,1113.199951171875
2019-06-21,196.96737670898438,1125.3699951171875
2019-06-24,196.7692108154297,1116.699951171875
2019-06-25,193.7866668701172,1087.5799560546875
2019-06-26,197.97808837890625,1080.3199462890625
2019-06-27,197.91864013671875,1076.6300048828125
2019-06-28,196.11521911621094,1082.800048828125
2019-07-01,199.71214294433594,1100.0
2019-07-02,200.88136291503906,1112.5999755859375
2019-07-03,202.54605102539062,1122.989990234375
2019-07-05,202.36767578125,1132.6700439453125
2019-07-08,198.19607543945312,1116.7900390625
2019-07-09,199.40496826171875,1124.2900390625
2019-07-10,201.37681579589844,1140.9100341796875
2019-07-11,199.91030883789062,1144.0799560546875
2019-07-12,201.44618225097656,1145.3399658203125
2019-07-15,203.33876037597656,1150.510009765625
2019-07-16,202.63522338867188,1153.4599609375
2019-07-17,201.49571228027344,1146.739990234375
2019-07-18,203.78465270996094,1147.239990234375
2019-07-19,200.74264526367188,1131.550048828125
2019-07-22,205.33042907714844,1139.2099609375
2019-07-23,206.93563842773438,1148.050048828125
2019-07-24,206.7672119140625,1139.72998046875
2019-07-25,205.13226318359375,1135.93994140625
2019-07-26,205.84568786621094,1245.219970703125
2019-07-29,207.7679901123047,1241.8399658203125
2019-07-30,206.87619018554688,1228.0
2019-07-31,211.0973663330078,1218.199951171875
2019-08-01,206.5293731689453,1211.780029296875
2019-08-02,202.15960693359375,1196.3199462890625
2019-08-05,191.5769805908203,1154.75
2019-08-06,195.20361328125,1171.0799560546875
2019-08-07,197.22500610351562,1175.9100341796875
2019-08-08,201.57498168945312,1206.18994140625
2019-08-09,199.91392517089844,1188.9000244140625
2019-08-12,199.40664672851562,1174.5
2019-08-13,207.85121154785156,1196.72998046875
2019-08-14,201.6645050048828,1164.25
2019-08-15,200.659912109375,1169.3199462890625
2019-08-16,205.39442443847656,1179.2099609375
2019-08-19,209.22381591796875,1200.43994140625
2019-08-20,209.2337646484375,1183.530029296875
2019-08-21,211.50155639648438,1191.5799560546875
2019-08-22,211.32252502441406,1191.52001953125
2019-08-23,201.5550994873047,1153.5799560546875
2019-08-26,205.3844757080078,1171.1800537109375
2019-08-27,203.06695556640625,1170.8199462890625
2019-08-28,204.42962646484375,1173.75
2019-08-29,207.89097595214844,1194.239990234375
2019-08-30,207.6224365234375,1190.530029296875
2019-09-03,204.59869384765625,1169.550048828125
2019-09-04,208.07003784179688,1182.27001953125
2019-09-05,212.13812255859375,1212.18994140625
2019-09-06,212.11822509765625,1206.3199462890625
2019-09-09,213.0233612060547,1205.27001953125
2019-09-10,215.53981018066406,1205.699951171875
2019-09-11,222.39292907714844,1220.0
2019-09-12,221.89559936523438,1234.969970703125
2019-09-13,217.57884216308594,1240.030029296875
2019-09-16,218.72268676757812,1231.6300048828125
2019-09-17,219.51840209960938,1229.8800048828125
2019-09-18,221.57733154296875,1232.6500244140625
2019-09-19,219.7770233154297,1238.75
2019-09-20,216.5642852783203,1229.8399658203125
2019-09-23,217.5489959716797,1234.68994140625
2019-09-24,216.51455688476562,1218.3299560546875
2019-09-25,219.8466339111328,1245.93994140625
2019-09-26,218.71273803710938,1242.2900390625
2019-09-27,217.6484832763672,1225.949951171875
2019-09-30,222.77088928222656,1221.1400146484375
2019-10-01,223.3875732421875,1206.0
2019-10-02,217.7877197265625,1177.9200439453125
2019-10-03,219.63775634765625,1189.4300537109375
2019-10-04,225.79461669921875,1210.9599609375
2019-10-07,225.84434509277344,1208.25
2019-10-08,223.19859313964844,1190.1300048828125
2019-10-09,225.81451416015625,1202.4000244140625
2019-10-10,228.85812377929688,1209.469970703125
2019-10-11,234.9453582763672,1215.7099609375
2019-10-14,234.607177734375,1217.77001953125
2019-10-15,234.0601348876953,1242.239990234375
2019-10-16,233.11520385742188,1243.0
2019-10-17,234.0203399658203,1252.800048828125
2019-10-18,235.14430236816406,1244.4100341796875
2019-10-21,239.2223358154297,1244.280029296875
2019-10-22,238.67529296875,1241.199951171875
2019-10-23,241.87803649902344,1257.6300048828125
2019-10-24,242.27589416503906,1259.1099853515625
2019-10-25,245.2598419189453,1264.300048828125
2019-10-28,247.71661376953125,1288.97998046875
2019-10-29,241.98744201660156,1260.6600341796875
2019-10-30,241.95761108398438,1260.699951171875
2019-10-31,247.42816162109375,1258.800048828125
2019-11-01,254.45037841796875,1272.25
2019-11-04,256.1213684082031,1289.6099853515625
2019-11-05,255.7533721923828,1291.43994140625
2019-11-06,255.86276245117188,1291.010009765625
2019-11-07,258.81573486328125,1306.93994140625
2019-11-08,259.5240783691406,1309.0
2019-11-11,261.5791931152344,1298.280029296875
2019-11-12,261.3397521972656,1297.2099609375
2019-11-13,263.84381103515625,1296.1800537109375
2019-11-14,262.0181579589844,1309.1500244140625
2019-11-15,265.1307678222656,1333.5400390625
2019-11-18,266.46759033203125,1319.8399658203125
2019-11-19,265.6595153808594,1312.5899658203125
2019-11-20,262.5668640136719,1301.8599853515625
2019-11-21,261.3896484375,1300.1400146484375
2019-11-22,261.1601867675781,1293.6700439453125
2019-11-25,265.73931884765625,1305.6400146484375
2019-11-26,263.66424560546875,1313.0
2019-11-27,267.2058410644531,1312.1300048828125
2019-11-29,266.61724853515625,1304.0899658203125
2019-12-02,263.5345458984375,1288.8599853515625
2019-12-03,258.8357238769531,1294.739990234375
2019-12-04,261.1202697753906,1318.93994140625
2019-12-05,264.951171875,1326.9599609375
2019-12-06,270.06903076171875,1339.3900146484375
2019-12-09,266.28802490234375,1342.989990234375
2019-12-10,267.8443298339844,1342.8900146484375
2019-12-11,270.12890625,1344.25
2019-12-12,270.8172607421875,1348.489990234375
2019-12-13,274.49853515625,1346.8699951171875
2019-12-16,279.1973571777344,1360.699951171875
2019-12-17,279.74609375,1354.8900146484375
2019-12-18,279.0776672363281,1351.9100341796875
2019-12-19,279.35699462890625,1356.43994140625
2019-12-20,278.77838134765625,1351.219970703125
2019-12-23,283.32757568359375,1350.6300048828125
2019-12-24,283.596923828125,1344.4300537109375
2019-12-26,289.2236022949219,1362.469970703125
2019-12-27,289.11383056640625,1354.6400146484375
2019-12-30,290.82977294921875,1339.7099609375
2019-12-31,292.9547119140625,1339.3900146484375
2020-01-02,299.6388854980469,1368.6800537109375
2020-01-03,296.72576904296875,1361.52001953125
2020-01-06,299.09014892578125,1397.81005859375
2020-01-07,297.68353271484375,1395.1099853515625
2020-01-08,302.4721374511719,1405.0400390625
2020-01-09,308.89691162109375,1419.7900390625
2020-01-10,309.59521484375,1428.9599609375
2020-01-13,316.20953369140625,1440.030029296875
2020-01-14,311.9396667480469,1430.5899658203125
2020-01-15,310.60284423828125,1439.199951171875
2020-01-16,314.49359130859375,1450.1600341796875
2020-01-17,317.9753723144531,1479.52001953125
2020-01-21,315.8204650878906,1482.25
2020-01-22,316.94781494140625,1483.8699951171875
2020-01-23,318.47418212890625,1484.68994140625
2020-01-24,317.55633544921875,1466.1700439453125
2020-01-27,308.218505859375,1431.72998046875
2020-01-28,316.93780517578125,1450.5
2020-01-29,323.5720520019531,1456.699951171875
2020-01-30,323.1031799316406,1454.25
2020-01-31,308.7771911621094,1432.780029296875
2020-02-03,307.92919921875,1482.5999755859375
2020-02-04,318.0950622558594,1445.4100341796875
2020-02-05,320.6889343261719,1446.050048828125
2020-02-06,324.44000244140625,1475.969970703125
2020-02-07,320.0299987792969,1479.1099853515625
2020-02-10,321.54998779296875,1508.6600341796875
2020-02-11,319.6099853515625,1510.06005859375
2020-02-12,327.20001220703125,1518.6300048828125
2020-02-13,324.8699951171875,1513.3900146484375
2020-02-14,324.95001220703125,1518.72998046875
2020-02-18,319.0,1519.43994140625
2020-02-19,323.6199951171875,1524.8699951171875
2020-02-20,320.29998779296875,1516.989990234375
2020-02-21,313.04998779296875,1483.4599609375
